text,review_sentiment
"normal
Muito bom o produto",NEUTRAL
"Mto bom
normal",NEGATIVE
"normal
Muita demora na entrega do produto.
Não compraria novamente!",NEGATIVE
"Super recomendo
Chegou bem embalado e antes do prazo previsto.",POSITIVE
"normal
Satisfeito com a compra e com o atendimento, até a próxima",NEUTRAL
"normal
Excelente produto, conforme o anúncio ",POSITIVE
"normal
Ótima loja! Sempre respondendo o produto e dentro do prazo. ",NEUTRAL
"normal
Recebi o produto, é muito lindo e corresponde ao anuncio.",NEGATIVE
"normal
Eu recebi o produto sem o Pistão da cadeira, abri uma solicitação de devolução e foi cancelada pelo vendedor loja, sem nenhum motivo e vou ficar no prejuízo pois não fui atendido.",NEGATIVE
"normal
Entrega estava prevista para dia 05/09 e chegou dia 24/08, super rápido!",POSITIVE
"normal
A loja não fez nenhuma rastreabilidade do produto. Fiz a reclamacao que não recebi e até agora nenhum retorno. Total descaso.",NEGATIVE
"normal
Muito bom mesmo eu recomendo ",POSITIVE
"normal
Satisfeito com a compra e entregue antes do prazo! ",NEUTRAL
"normal
Parabéns! À entrega foi feita com sucesso . Estou muito satisfeita! ",POSITIVE
"normal
Ótimo custo benefício, funciona bem.",NEUTRAL
"Otimo
Deu tudo certo , gostei e recomendo, produto bom e perfeito ",POSITIVE
"normal
A EMPRESA FAZ PROPAGANDA ENGANOSA EM SEU SITE. NÃO RECEBI A MERCADORIA COMPRADA. ESCREVI E-MAIL RECLAMANDO E SEQUER RECEBI UMA RESPOSTA DO MOTIVO DO ATRASO. ESTOU INDIGNADA COM A targaryen E COM A AMERICA",NEGATIVE
"Atendimento excelente.
normal",POSITIVE
"normal
Muito bom o site",NEUTRAL
"Sem problemas 
A primeira vez que eu comprei via internet e aprovei. Eu não acreditava em compra pela internet hoje eu recomendo ",POSITIVE
"normal
PARAMBELISO TODA EQUIPE PELO BOM TRABALHO, E PONTUDALIDADE.
MEUS PARABÉNS, COM O MEU ABRAÇO A TODOS.
JOSÉ CARNEIRO BH MG.",POSITIVE
"recomendado
muito bom ",POSITIVE
"normal
Pedi uma tinta colorida e uma preta e só recebi a tinta preta",NEUTRAL
"RECOMENDO 
BOA QUALIDADE SÓ Q O MULINETE É MUITO SIMPLES ALÉM DO Q EU PENSAVA ",POSITIVE
"normal
Foi entregue no prazo",NEUTRAL
"tudo certo 
pensei que todas eram grande + veio tudo certo ",POSITIVE
"normal
Produto não é original como anunciado,e sim compatível,já pedi a devolução.",NEGATIVE
"Não posso dizer ainda
Não recebi o produto ainda",NEGATIVE
"normal
VEIO MODELO DIFERENTE",NEUTRAL
"normal
Muito bom goste",POSITIVE
"Super recomendo
Produto chegou bem antes do prazo previsto. Ainda não instalei + é exatamente como descrito.",POSITIVE
"Recomendo
Foi muito fácil e rápida a compra e entrega.",POSITIVE
"🌟🌟🌟🌟🌟 super recomend
Produto perfeito , b",POSITIVE
"normal
Qualidade duvidosa do produto, uso esse perfume há mais de 2 anos mas é a primeira vez que adquiro um de fixação e cheiros muito ralos, seria bom ter alguma garantia de autenticidade.",NEGATIVE
"normal
Mesmo sendo em periodo de fim de ano. Achei muito rapido o atendimento. Obrigado.",NEUTRAL
"Atenção
Ao comprar a panela elétric grill as fotos nos levam a crer que a profundidade dela é a mesma que a parte externa da panela, não é, é muito rasa, me levou a acreditar que era funda como outras que vi.",NEGATIVE
"Bom
Legal 😎 razoável",NEUTRAL
"normal
Eu ainda não recebi o produto.",NEUTRAL
"recomendo
entregou no prazo ótimo produto",POSITIVE
"normal
Muito bom. ",NEUTRAL
"normal
Estou muito satisfeita com o atendimento . 
Maravilhoso trabalho .",POSITIVE
"normal
apesar do pacote ter sido fraco e ter se rasgado no transporte, o produto veio correto e sem nenhum estrago, o mais legal foi o tempo em que foi entregue, muito curto.",NEUTRAL
"normal
Paguei para ser em casa mas os Correios não entregou mesmo tendo gente em casa 24h pois minha irmã esta operada e não ppde sair nem ficar sozinha em casa, se não fosse meu caminho eu iria devolver",NEGATIVE
"normal
Adorei a pintura",NEUTRAL
"normal
fiz essa compra pelo baratheon comprei um conj. de bolsas para maternidade diz que seria entregue pelo targaryen ate agora nao chegou.
comprei na mesma compra lustres e ja chegaram ate mesmo antes do praz",NEUTRAL
"normal
produto chegou errado,jamais fiz o pedido do iten que chegou.",NEGATIVE
"normal
A película ficou menor que o aparelho devido a sua tela ser curvada, como podemos fazer? ",NEUTRAL
"normal
Recebi a mercadoria 4 dias após a compra,Show de bola!!!!",NEGATIVE
"Perfeito 
Produto exatamente o que estava descrito.adorei ótima compra eu recomendo",POSITIVE
"reomendo
foi muito bem atendida produto entregue no prazo e correto",POSITIVE
"Tudo como previsto!
Recomendo a compra, também fiquei satisfeita com os produtos e entrega.",POSITIVE
"normal
Muito bonito, chegou no prazo. Poderiam ter indicado o número do pedido na embalagem para saber!",NEUTRAL
"normal
entrega rapida , e sem problemas ",NEUTRAL
"normal
O produto chegou rápido, porém não veio o sabor que eu havia escolhido inicialmente. Mas o vendedor entrou em contato comigo informando e eu concordei com a troca de sabor. A NF veio com valor errado.",NEGATIVE
"normal
Esse creme é maravilhoso ",POSITIVE
"Super recomendo
Chegou antes do previsto ....ótimo produto.",POSITIVE
"normal
ATENDEU MINHA NECESSIDADE, ELA É BEM ACABADA, COMO TAMBEM SEUS ACÉSSORIOS, BOA A GRELHAS, QUE INCLUSIVE POSSUE PEGADOR, OCUPA POUCO ESPAÇO, FOI UMA DAS BOAS AQUISIÇÃO QUE COMPREI!!!",POSITIVE
"normal
Foi entregue antes do previsto, gerando ainda mais a minha satisfação.
Não tive problema ou dano algum com a entrega.

Recomendo! ",POSITIVE
"parabens
sempre bom o tipo de competência que vos apresenta aos clientes ",POSITIVE
"normal
Minha mesa veio com o tampo todo danificado parecendo usada. 
Estou tentando a troca na por enquanto está difícil. ",NEGATIVE
"normal
O produto veio diferente do pedido original,comprei um modelo e me enviaram outro,não fiquei satisfeita com a compra.Já fiz a reclamação com a lojas lannister.",NEGATIVE
"normal
Gostei muito loja recomendável!",POSITIVE
"normal
Chegou mt antes do prazo, eu amei o lustre! Lindo",NEGATIVE
"normal
Respondi que não recebi o produto correto por que eu comprei um produto BiVolt ( 110 e 220v ) e me entregaram um produto 110v.
Como fica isso ?",NEUTRAL
"Recebimento parcial
Até o momento só recebi parte da compra. Recebi apenas os lustres quadrados, como a NF só consta os dois, imagino que o lustre meia lua ainda esta vindo. Só gostaria de ter sido avisa q seria separado",NEGATIVE
"normal
Entrega super rápida , os produtos são bons porém vem todos iguais achei disnecessario vou ficar com muitos pincéis sem usar pelo fato de serem iguais.",NEUTRAL
"normal
Produto que não atende ao que se propõe e além disso com especificações propostas diferente do entregue",NEGATIVE
"não recomendo
pelo valor pago a qualidade foi bem inferior, eu não compraria novamente",NEGATIVE
"normal
Produto veio com defeito",NEUTRAL
"Amei
Exatamente como na foto e de otima qualidade... chegou antes do prazo... recomendo...",POSITIVE
"normal
A entrega foi feita dentro do prazo. 
Não testei o produto mas veio certo 
",NEUTRAL
"normal
bastante satisfeito obrigado pelo ótimo atendimento ",NEUTRAL
"normal
Este fornecedor vende seus produtos sem nota fiscal.",NEUTRAL
"normal
Já tem três dias que funciona perfeitamente. É só o que posso dizer.",NEUTRAL
"Boa
Recomendo",POSITIVE
"normal
Fiquei muito satisfeita cm a mercadoria super recomendo",POSITIVE
"Insatisfeita
Comprei na cor amarelo, entregaram na cor rosa.",NEGATIVE
"normal
Produto entregue conforme expectativa. Muito bom!",POSITIVE
"Produto quebrado
O lustre veio totalmente quebrado, o vidro chegou todo estraçalhando",NEGATIVE
"normal
Adorooo",NEUTRAL
"normal
O produto anunciado é visto na foto do Site não corresponde ao que foi enviado pela Empresa Markplase e recebir o mesmo aborrecido.",NEGATIVE
"Recomendo
Produto atendeu às expectativas e chegou antes do prazo",POSITIVE
"normal
Bon atendimento. Bom produto",POSITIVE
"Recomendo
Ótimo produto! ",POSITIVE
"normal
A embalagem na hora da entrega estava perfeita.
Infelizmente só abrimos a embalagem depois que o entregador foi embora.
Para nossa surpresa a lata do brinquedo estava totalmente AMASSADA.",NEGATIVE
"normal
Entregue antes do prazo.",NEUTRAL
"entrega Pifia
desde que começara a trabalhar com parceiros a entrega ficou ridícula",NEGATIVE
"normal
Estou esperando meu estorno, a compra foi cancelada e não obtive nenhuma resposta é não recebi o estorno",NEGATIVE
"normal
O produto não foi entregue!",NEGATIVE
"normal
O produto ainda não chegou!!!!",NEGATIVE
"normal
O produto veio com defeito na lâmina dourada e o mesmo não corta nada. 
Esperando a troca do produto para uma nova avaliação.",NEGATIVE
"normal
entrega rápida e eficiente",NEUTRAL
"custo x benefício
Uma boa luva pra amenizar os dias de frio...",POSITIVE
"normal
como de sempre as lojas lannister e perfeita no que promete parabens",POSITIVE
"Otimo
Chegou dentro do prazo e como descrito.",POSITIVE
"Insatisfeita
A cadeira veio com defeito de fabrica, uma solta para encaixar as partes em um lugar totalmente errado. E fora isso um pe veio com um pedacinho quebrado e a capa plastica branca do pistao veio rsagada",NEGATIVE
"normal
É uma falta de responsabilidade por parte da firma,por conseguinte, das lannister, em propagandear um tempo de entrega que não é cumprido.",NEUTRAL
"normal
Até agora n recebi meu produto tô esperando e vcs n me dero nem uma satisfação",NEGATIVE
"super recomendo
otimo",POSITIVE
"normal
tudo certinho, chegou bem. estou satisfeitoa",POSITIVE
"Lindos
Os quadros são lindos, vieram muito bem embalados e chegaram super rápido. ",POSITIVE
"normal
Estão de parabéns pela entrega, entrega antes do previsto.",NEUTRAL
"normal
Meus pendentes vieram amassados",NEUTRAL
"normal
Rápida entrega!",NEUTRAL
"muito bom
lannister sempre comprei, cada dia melhor",POSITIVE
"Kérastase Chronologist - 
normal",NEUTRAL
"normal
Ótimo.
Deram 19 dias úteis e me entregaram em 3",NEUTRAL
"normal
produto entregue bem antes do combinado, é lindo!",NEUTRAL
"normal
Os produtos vieram todos iguais.Paguei três preços diferentes.Um deles veio sem o plástico em uma caixa de papelão escrita por fora ""lava-louça"", as cores foram diferentes e o material bem inferior.",NEGATIVE
"normal
Além de a entrega ter atrasado 1 semana o produto não veio funcionando e a caixa que veio o produto era de amaciante de roupas. Devolvi e não compro nunca mais nessa loja! ",NEGATIVE
"Excelente produto
Atendeu às expectativas. Belo jogo de xadrez, com excelente acabamento nas peças e tabuleiro. Tamanho nem grande, nem pequeno, ideal para transportar.",POSITIVE
"normal
Produto chegou antes do prazo estipulado e atendeu plenamente minhas expectativas. ",NEUTRAL
"Ótimo
Comprei e compro sempre no site lannister targaryeno",POSITIVE
"Produto Diferente
Foi enviado produto Diferente daquele do anúncio. Solicitei devolver o produto e receber o valor pago, porém ainda não tive resposta. Espero resolver este desagradável problema de forma consensual.",NEGATIVE
"normal
Entregou no prazo! ",NEUTRAL
"normal
Comprei achando que o cartucho era original da Canon. Veio cartucho recarregável e não original. O anúncio deveria ser mais claro.",NEUTRAL
"otimo
Gostei muito do produto",POSITIVE
"normal
Chegou em perfeito estado e antes do prazo previsto. Obrigada pela rapidez. ",NEUTRAL
"normal
produto entregue no prazo",NEUTRAL
"normal
Não recebi ainda meu produto.",NEUTRAL
"normal
Nao",NEUTRAL
"normal
Só foi entregue o elefantinho. O dois ursinhos não.
Gostaria de saber quando vai ser entregue.",NEUTRAL
"normal
Muito bom os produtos e otima qualidade",NEUTRAL
"UMA MERDA
O produto veio TOTALMENTE errado. Ainda não tive retorno da minha mensagem sobre a devolução do meu dinheiro. ",NEGATIVE
"normal
Sempre comprei pela lannister.com e nunca tive problemas. Desta vez, acredito que a transportadora deixou a desejar, mas quem deve resolver o meu problema é a lannister.com.",NEUTRAL
"normal
Comprei cobre leito king de piquet e fou entregue um adamascado, não é o publicado. Tentei falar e não consegui, mandei email para ouvidoria, mais não tive retorno, guardei a foto do divulgado.",NEGATIVE
"normal
Produto muito bom!",POSITIVE
"Produto não funciona
Boa tarde,
Ao receber o produto,no caso um relógio, a pulseira do mesmo já estava com havaria e em seguida quando coloquei o horário correto em alguns minutos o relógio parou e não voltou a funcionar",NEGATIVE
"normal
Recebi antes do prazo...o produto é de excelente qualidade!",POSITIVE
"normal
Não recebi, e quero saber sobre o tênis que comprei e teve a venda cancelada! 
Mas eu não cancelei nada e paguei pelo tênis.",NEGATIVE
"Mais ou menos 
Quando fui colocar a lâmpada quebrou o parafuso dai colei . ",NEGATIVE
"normal
BOM PRODUTO. BOM VENDEDOR. ENTREGA NO PRAZO COMBINADO.",POSITIVE
"normal
Pontualidade, e recomendo e recomendo está loja",POSITIVE
"10
Bom
",POSITIVE
"recomendo.
chegou antes do prazo.",POSITIVE
"normal
lindo",NEUTRAL
"normal
m",NEUTRAL
"normal
Ótimo produto. Recebi 8 dias antes do prazo estipulado para entrega.",NEUTRAL
"normal
Ainda não recebi meu produto, não sei porque?
Sempre comprei nas Lojas lannister e entregaram no prazo. A Loja e terceirizada, mais comprei confiando nas Lojas lannister.Espero resposta.",NEUTRAL
"normal
Não testei ainda o equipamento.",NEUTRAL
"recomendo a todos
Otimo. Entregue bam antes do prazo contratado",POSITIVE
"normal
Veio tudo OK!",NEUTRAL
"normal
Parece mais uma lona, e só vem uma parte da ""cortina"".",NEUTRAL
"FUNCIONA
FUNCIONA BEM TE SOMENTE UMA ESCOVA",POSITIVE
"normal
A loja foi rápida e o produto chegou no prazo. 
Demonstrou seriedade no atendimento. ",NEUTRAL
"normal
Recebi todas as informações através de email, a entrega foi feita antes do prazo e o produto de ótima qualidade.",NEUTRAL
"normal
Nao gostei do produto, nao limpa a corrente conforme fala no anuncio",NEGATIVE
"normal
Muito enrolado. Já liguei para o stark, ficaram de me retornar em dois dias e até agora nada ",NEUTRAL
"normal
Empresa não é pontual na entrega.",NEUTRAL
"normal
N gostei do produto n era oq imaginei nem oq eu eeperava",NEGATIVE
"normal
Não é apenas o fato de não acompanhar a curvatura da tela, mas falta pelo menos 0,5cm para cobrir toda frente do celular. Fica feio demais no aparelho.
Não recomendo. ",NEGATIVE
"Entrega antecipada
A entrega foi antecipada pela loja. Bom preços com agilidade. Vale comprar.",POSITIVE
"normal
Eu gostei de compra na lannister chegou até antes do prazo eu recomendaria amigos e familiares comprar nesta site pq eles mim até o dia entregaram muito rápido né esperava só no dia vinte e sete obri",NEUTRAL
"Ótimo
Excelente",POSITIVE
"Maravilhoso!! Super lindo
normal",POSITIVE
"bom
demoraram a colocar nos correios, mas depois foi rápido, mas atrasou !",POSITIVE
"normal
O produto está atrasado",NEGATIVE
"bom
comprei dois potes e só entregaram um. Até agora não resolveram meu problema.",POSITIVE
"normal
Produto simples e bonito",NEUTRAL
"normal
receb o produto, anda nao apliquei",NEUTRAL
"normal
OTIMO!!!",NEUTRAL
"normal
LOJISTA OTIMO, PRODUTO ENTREGUE BEM ANTES DO PRAZO E MERCADORIA TAMBEM DE OTIMA QUALIDADE.",NEUTRAL
"normal
Recebi só parte de minha compra, pois comprei duas araras e só recebi uma. Sou cliente há mais de vinte anos e é a primeira vez que isto acontece.",NEUTRAL
"normal
Tudo perfeito... Adorei",POSITIVE
"normal
O produto é muito bom! As cores e a combinação de luzes são muito interessantes! Porém o produto foi entregue com 5 dias de atraso, e a embalagem estava aberta e toda amassada.",NEUTRAL
"normal
Recebi o produto correto, antes do prazo previsto",NEUTRAL
"normal
gostei bastante do produto",NEUTRAL
"termômetro de forno
embora tenha recebido o termômetro de forno, o mesmo é muito diferente da foto apresentado. 
Mesmo tendo a informação q as imagens são ilustrativas, sugiro q sejam mais fiéis ao q estão 
vendendo. ",NEGATIVE
"normal
O produto demorou mais de 45 dias para chegar",NEGATIVE
